sgRNA	gene
HGLibA_00928	ADCY8
HGLibA_00929	ADCY8
HGLibA_00930	ADCY8
HGLibA_00931	ADCY9
HGLibA_00932	ADCY9
HGLibA_00933	ADCY9
HGLibA_00934	ADCYAP1
HGLibA_00935	ADCYAP1
HGLibA_00936	ADCYAP1
HGLibA_00937	ADCYAP1R1
HGLibA_00938	ADCYAP1R1
HGLibA_00939	ADCYAP1R1
HGLibA_00940	ADD1
HGLibA_00941	ADD1
HGLibA_00942	ADD1
HGLibA_00943	ADD2
HGLibA_00944	ADD2
HGLibA_00945	ADD2
HGLibA_00946	ADD3
HGLibA_00947	ADD3
HGLibA_00948	ADD3
HGLibA_00949	ADH1A
HGLibA_00950	ADH1A
HGLibA_00951	ADH1A
HGLibA_00952	ADH1B
HGLibA_00953	ADH1B
HGLibA_00954	ADH1B
HGLibA_00955	ADH4
HGLibA_00956	ADH4
HGLibA_00957	ADH4
HGLibA_00958	ADH5
HGLibA_00959	ADH5
HGLibA_00960	ADH5
HGLibA_00961	ADH6
HGLibA_00962	ADH6
HGLibA_00963	ADH6
HGLibA_00964	ADH7
HGLibA_00965	ADH7
HGLibA_00966	ADH7
HGLibA_00967	ADHFE1
HGLibA_00968	ADHFE1
HGLibA_00969	ADHFE1
HGLibA_00970	ADI1
HGLibA_00971	ADI1
HGLibA_00972	ADI1
HGLibA_00973	ADIG
HGLibA_00974	ADIG
HGLibA_00975	ADIG
HGLibA_00976	ADIPOQ
HGLibA_00977	ADIPOQ
HGLibA_00978	ADIPOQ
HGLibA_00979	ADIPOR1
HGLibA_00980	ADIPOR1
HGLibA_00981	ADIPOR1
HGLibA_00982	ADIPOR2
HGLibA_00983	ADIPOR2
HGLibA_00984	ADIPOR2
HGLibA_00985	ADIRF
HGLibA_00986	ADIRF
HGLibA_00987	ADIRF
HGLibA_00988	ADK
HGLibA_00989	ADK
HGLibA_00990	ADK
HGLibA_00991	ADM
HGLibA_00992	ADM
HGLibA_00993	ADM
HGLibA_00994	ADM2
HGLibA_00995	ADM2
HGLibA_00996	ADM2
HGLibA_00997	ADM5
HGLibA_00998	ADM5
HGLibA_00999	ADM5
HGLibA_01000	ADNP
HGLibA_01001	ADNP
HGLibA_01002	ADNP
HGLibA_01003	ADNP2
HGLibA_01004	ADNP2
HGLibA_01005	ADNP2
HGLibA_01006	ADO
HGLibA_01007	ADO
HGLibA_01008	ADO
HGLibA_01009	ADORA1
HGLibA_01010	ADORA1
HGLibA_01011	ADORA1
HGLibA_01012	ADORA2A
HGLibA_01013	ADORA2A
HGLibA_01014	ADORA2A
HGLibA_01015	ADORA2B
HGLibA_01016	ADORA2B
HGLibA_01017	ADORA2B
HGLibA_01018	ADORA3
HGLibA_01019	ADORA3
HGLibA_01020	ADORA3
HGLibA_01021	ADPGK
HGLibA_01022	ADPGK
HGLibA_01023	ADPGK
HGLibA_01024	ADPRH
HGLibA_01025	ADPRH
HGLibA_01026	ADPRH
HGLibA_01027	ADPRHL1
HGLibA_01028	ADPRHL1
HGLibA_01029	ADPRHL1
HGLibA_01030	ADPRHL2
HGLibA_01031	ADPRHL2
HGLibA_01032	ADPRHL2
HGLibA_01033	ADPRM
HGLibA_01034	ADPRM
HGLibA_01035	ADPRM
HGLibA_01036	ADRA1A
HGLibA_01037	ADRA1A
HGLibA_01038	ADRA1A
HGLibA_01039	ADRA1B
HGLibA_01040	ADRA1B
HGLibA_01041	ADRA1B
HGLibA_01042	ADRA1D
HGLibA_01043	ADRA1D
HGLibA_01044	ADRA1D
HGLibA_01045	ADRA2A
HGLibA_01046	ADRA2A
HGLibA_01047	ADRA2A
HGLibA_01048	ADRA2B
HGLibA_01049	ADRA2B
HGLibA_01050	ADRA2B
HGLibA_01051	ADRA2C
HGLibA_01052	ADRA2C
HGLibA_01053	ADRA2C
HGLibA_01054	ADRB1
HGLibA_01055	ADRB1
HGLibA_01056	ADRB1
HGLibA_01057	ADRB2
HGLibA_01058	ADRB2
HGLibA_01059	ADRB2
HGLibA_01060	ADRB3
HGLibA_01061	ADRB3
HGLibA_01062	ADRB3
HGLibA_01063	ADRBK1
HGLibA_01064	ADRBK1
HGLibA_01065	ADRBK1
HGLibA_01066	ADRBK2
HGLibA_01067	ADRBK2
HGLibA_01068	ADRBK2
HGLibA_01069	ADRM1
HGLibA_01070	ADRM1
HGLibA_01071	ADRM1
HGLibA_01072	ADSL
HGLibA_01073	ADSL
HGLibA_01074	ADSL
HGLibA_01075	ADSS
HGLibA_01076	ADSS
HGLibA_01077	ADSS
HGLibA_01078	ADSSL1
HGLibA_01079	ADSSL1
HGLibA_01080	ADSSL1
HGLibA_01081	ADTRP
HGLibA_01082	ADTRP
HGLibA_01083	ADTRP
HGLibA_01084	AEBP1
HGLibA_01085	AEBP1
HGLibA_01086	AEBP1
HGLibA_01087	AEBP2
HGLibA_01088	AEBP2
HGLibA_01089	AEBP2
HGLibA_01090	AEN
HGLibA_01091	AEN
HGLibA_01092	AEN
HGLibA_01093	AES
HGLibA_01094	AES
HGLibA_01095	AES
HGLibA_01096	AFAP1
HGLibA_01097	AFAP1
HGLibA_01098	AFAP1
HGLibA_01099	AFAP1L1
HGLibA_01100	AFAP1L1
HGLibA_01101	AFAP1L1
HGLibA_01102	AFAP1L2
HGLibA_01103	AFAP1L2
HGLibA_01104	AFAP1L2
HGLibA_01105	AFF1
HGLibA_01106	AFF1
HGLibA_01107	AFF1
HGLibA_01108	AFF2
HGLibA_01109	AFF2
HGLibA_01110	AFF2
HGLibA_01111	AFF3
HGLibA_01112	AFF3
HGLibA_01113	AFF3
HGLibA_01114	AFF4
HGLibA_01115	AFF4
HGLibA_01116	AFF4
HGLibA_01117	AFG3L2
HGLibA_01118	AFG3L2
HGLibA_01119	AFG3L2
HGLibA_01120	AFM
HGLibA_01121	AFM
HGLibA_01122	AFM
HGLibA_01123	AFMID
HGLibA_01124	AFMID
HGLibA_01125	AFMID
HGLibA_01126	AFP
HGLibA_01127	AFP
HGLibA_01128	AFP
HGLibA_01129	AFTPH
HGLibA_01130	AFTPH
HGLibA_01131	AFTPH
HGLibA_01132	AGA
HGLibA_01133	AGA
HGLibA_01134	AGA
HGLibA_01135	AGAP1
HGLibA_01136	AGAP1
HGLibA_01137	AGAP1
HGLibA_01138	AGAP11
HGLibA_01139	AGAP11
HGLibA_01140	AGAP11
HGLibA_01141	AGAP2
HGLibA_01142	AGAP2
HGLibA_01143	AGAP2
HGLibA_01144	AGAP3
HGLibA_01145	AGAP3
HGLibA_01146	AGAP3
HGLibA_01147	AGAP4
HGLibA_01148	AGAP4
HGLibA_01149	AGAP4
HGLibA_01150	AGAP5
HGLibA_01151	AGAP5
HGLibA_01152	AGAP5
HGLibA_01153	AGAP6
HGLibA_01154	AGAP6
HGLibA_01155	AGAP6
HGLibA_01156	AGAP7
HGLibA_01157	AGAP7
HGLibA_01158	AGAP7
HGLibA_01159	AGAP8
HGLibA_01160	AGAP8
HGLibA_01161	AGAP8
HGLibA_01162	AGAP9
HGLibA_01163	AGAP9
HGLibA_01164	AGAP9
HGLibA_01165	AGBL1
HGLibA_01166	AGBL1
HGLibA_01167	AGBL1
HGLibA_01168	AGBL2
HGLibA_01169	AGBL2
HGLibA_01170	AGBL2
HGLibA_01171	AGBL3
HGLibA_01172	AGBL3
HGLibA_01173	AGBL3
HGLibA_01174	AGBL4
HGLibA_01175	AGBL4
HGLibA_01176	AGBL4
HGLibA_01177	AGBL5
HGLibA_01178	AGBL5
HGLibA_01179	AGBL5
HGLibA_01180	AGER
HGLibA_01181	AGER
HGLibA_01182	AGER
HGLibA_01183	AGFG1
HGLibA_01184	AGFG1
HGLibA_01185	AGFG1
HGLibA_01186	AGFG2
HGLibA_01187	AGFG2
HGLibA_01188	AGFG2
HGLibA_01189	AGGF1
HGLibA_01190	AGGF1
HGLibA_01191	AGGF1
HGLibA_01192	AGK
HGLibA_01193	AGK
HGLibA_01194	AGK
HGLibA_01195	AGL
HGLibA_01196	AGL
HGLibA_01197	AGL
HGLibA_01198	AGMAT
HGLibA_01199	AGMAT
HGLibA_01200	AGMAT
HGLibA_01201	AGMO
HGLibA_01202	AGMO
HGLibA_01203	AGMO
HGLibA_01204	AGO1
HGLibA_01205	AGO1
HGLibA_01206	AGO1
HGLibA_01207	AGO2
HGLibA_01208	AGO2
HGLibA_01209	AGO2
HGLibA_01210	AGO3
HGLibA_01211	AGO3
HGLibA_01212	AGO3
HGLibA_01213	AGO4
HGLibA_01214	AGO4
HGLibA_01215	AGO4
HGLibA_01216	AGPAT1
HGLibA_01217	AGPAT1
HGLibA_01218	AGPAT1
HGLibA_01219	AGPAT2
HGLibA_01220	AGPAT2
HGLibA_01221	AGPAT2
HGLibA_01222	AGPAT3
HGLibA_01223	AGPAT3
HGLibA_01224	AGPAT3
HGLibA_01225	AGPAT4
HGLibA_01226	AGPAT4
HGLibA_01227	AGPAT4
HGLibA_01228	AGPAT5
HGLibA_01229	AGPAT5
HGLibA_01230	AGPAT5
HGLibA_01231	AGPAT6
HGLibA_01232	AGPAT6
HGLibA_01233	AGPAT6
HGLibA_01234	AGPAT9
HGLibA_01235	AGPAT9
HGLibA_01236	AGPAT9
HGLibA_01237	AGPHD1
HGLibA_01238	AGPHD1
HGLibA_01239	AGPHD1
HGLibA_01240	AGPS
HGLibA_01241	AGPS
HGLibA_01242	AGPS
HGLibA_01243	AGR2
HGLibA_01244	AGR2
HGLibA_01245	AGR2
HGLibA_01246	AGR3
HGLibA_01247	AGR3
HGLibA_01248	AGR3
HGLibA_01249	AGRN
HGLibA_01250	AGRN
HGLibA_01251	AGRN
HGLibA_01252	AGRP
HGLibA_01253	AGRP
HGLibA_01254	AGRP
HGLibA_01255	AGT
HGLibA_01256	AGT
HGLibA_01257	AGT
HGLibA_01258	AGTPBP1
HGLibA_01259	AGTPBP1
HGLibA_01260	AGTPBP1
HGLibA_01261	AGTR1
HGLibA_01262	AGTR1
HGLibA_01263	AGTR1
HGLibA_01264	AGTR2
HGLibA_01265	AGTR2
HGLibA_01266	AGTR2
HGLibA_01267	AGTRAP
HGLibA_01268	AGTRAP
HGLibA_01269	AGTRAP
HGLibA_01270	AGXT
HGLibA_01271	AGXT
HGLibA_01272	AGXT
HGLibA_01273	AGXT2
HGLibA_01274	AGXT2
HGLibA_01275	AGXT2
HGLibA_01276	AGXT2L1
HGLibA_01277	AGXT2L1
HGLibA_01278	AGXT2L1
HGLibA_01279	AGXT2L2
HGLibA_01280	AGXT2L2
HGLibA_01281	AGXT2L2
HGLibA_01282	AHCTF1
HGLibA_01283	AHCTF1
HGLibA_01284	AHCTF1
HGLibA_01285	AHCY
HGLibA_01286	AHCY
HGLibA_01287	AHCY
HGLibA_01288	AHCYL1
HGLibA_01289	AHCYL1
HGLibA_01290	AHCYL1
HGLibA_01291	AHCYL2
HGLibA_01292	AHCYL2
HGLibA_01293	AHCYL2
HGLibA_01294	AHDC1
HGLibA_01295	AHDC1
HGLibA_01296	AHDC1
HGLibA_01297	AHI1
HGLibA_01298	AHI1
HGLibA_01299	AHI1
HGLibA_01300	AHNAK
HGLibA_01301	AHNAK
HGLibA_01302	AHNAK
HGLibA_01303	AHNAK2
HGLibA_01304	AHNAK2
HGLibA_01305	AHNAK2
HGLibA_01306	AHR
HGLibA_01307	AHR
HGLibA_01308	AHR
HGLibA_01309	AHRR
HGLibA_01310	AHRR
HGLibA_01311	AHRR
HGLibA_01312	AHSA1
HGLibA_01313	AHSA1
HGLibA_01314	AHSA1
HGLibA_01315	AHSA2
HGLibA_01316	AHSA2
HGLibA_01317	AHSA2
HGLibA_01318	AHSG
HGLibA_01319	AHSG
HGLibA_01320	AHSG
HGLibA_01321	AHSP
HGLibA_01322	AHSP
HGLibA_01323	AHSP
HGLibA_01324	AICDA
HGLibA_01325	AICDA
HGLibA_01326	AICDA
HGLibA_01327	AIDA
HGLibA_01328	AIDA
HGLibA_01329	AIDA
HGLibA_01330	AIF1
HGLibA_01331	AIF1
HGLibA_01332	AIF1
HGLibA_01333	AIF1L
HGLibA_01334	AIF1L
HGLibA_01335	AIF1L
HGLibA_01336	AIFM1
HGLibA_01337	AIFM1
HGLibA_01338	AIFM1
HGLibA_01339	AIFM2
HGLibA_01340	AIFM2
HGLibA_01341	AIFM2
HGLibA_01342	AIFM3
HGLibA_01343	AIFM3
HGLibA_01344	AIFM3
HGLibA_01345	AIG1
HGLibA_01346	AIG1
HGLibA_01347	AIG1
HGLibA_01348	AIM1
HGLibA_01349	AIM1
HGLibA_01350	AIM1
HGLibA_01351	AIM2
HGLibA_01352	AIM2
HGLibA_01353	AIM2
HGLibA_01354	AIMP1
HGLibA_01355	AIMP1
HGLibA_01356	AIMP1
HGLibA_01357	AIMP2
HGLibA_01358	AIMP2
HGLibA_01359	AIMP2
HGLibA_01360	AIP
HGLibA_01361	AIP
HGLibA_01362	AIP
HGLibA_01363	AIPL1
HGLibA_01364	AIPL1
HGLibA_01365	AIPL1
HGLibA_01366	AIRE
HGLibA_01367	AIRE
HGLibA_01368	AIRE
HGLibA_01369	AJAP1
HGLibA_01370	AJAP1
HGLibA_01371	AJAP1
HGLibA_01372	AJUBA
HGLibA_01373	AJUBA
HGLibA_01374	AJUBA
HGLibA_01375	AK1
HGLibA_01376	AK1
HGLibA_01377	AK1
HGLibA_01378	AK2
HGLibA_01379	AK2
HGLibA_01380	AK2
HGLibA_01381	AK3
HGLibA_01382	AK3
HGLibA_01383	AK3
HGLibA_01384	AK4
HGLibA_01385	AK4
HGLibA_01386	AK4
HGLibA_01387	AK5
HGLibA_01388	AK5
HGLibA_01389	AK5
HGLibA_01390	AK6
HGLibA_01391	AK6
HGLibA_01392	AK6
HGLibA_01393	AK7
HGLibA_01394	AK7
HGLibA_01395	AK7
HGLibA_01396	AK8
HGLibA_01397	AK8
HGLibA_01398	AK8
HGLibA_01399	AK9
HGLibA_01400	AK9
HGLibA_01401	AK9
HGLibA_01402	AKAP1
HGLibA_01403	AKAP1
HGLibA_01404	AKAP1
HGLibA_01405	AKAP10
HGLibA_01406	AKAP10
HGLibA_01407	AKAP10
HGLibA_01408	AKAP11
HGLibA_01409	AKAP11
HGLibA_01410	AKAP11
HGLibA_01411	AKAP12
HGLibA_01412	AKAP12
HGLibA_01413	AKAP12
HGLibA_01414	AKAP13
HGLibA_01415	AKAP13
HGLibA_01416	AKAP13
HGLibA_01417	AKAP14
HGLibA_01418	AKAP14
HGLibA_01419	AKAP14
HGLibA_01420	AKAP17A_X
HGLibA_01421	AKAP17A_X
HGLibA_01422	AKAP17A_X
HGLibA_01423	AKAP17A_Y
HGLibA_01424	AKAP17A_Y
HGLibA_01425	AKAP17A_Y
HGLibA_01426	AKAP2
HGLibA_01427	AKAP2
HGLibA_01428	AKAP2
HGLibA_01429	AKAP3
HGLibA_01430	AKAP3
HGLibA_01431	AKAP3
HGLibA_01432	AKAP4
HGLibA_01433	AKAP4
HGLibA_01434	AKAP4
HGLibA_01435	AKAP5
HGLibA_01436	AKAP5
HGLibA_01437	AKAP5
HGLibA_01438	AKAP6
HGLibA_01439	AKAP6
HGLibA_01440	AKAP6
HGLibA_01441	AKAP7
HGLibA_01442	AKAP7
HGLibA_01443	AKAP7
HGLibA_01444	AKAP8
HGLibA_01445	AKAP8
HGLibA_01446	AKAP8
HGLibA_01447	AKAP8L
HGLibA_01448	AKAP8L
HGLibA_01449	AKAP8L
HGLibA_01450	AKAP9
HGLibA_01451	AKAP9
HGLibA_01452	AKAP9
HGLibA_01453	AKIP1
HGLibA_01454	AKIP1
HGLibA_01455	AKIP1
HGLibA_01456	AKIRIN1
HGLibA_01457	AKIRIN1
HGLibA_01458	AKIRIN1
HGLibA_01459	AKIRIN2
HGLibA_01460	AKIRIN2
HGLibA_01461	AKIRIN2
HGLibA_01462	AKNA
HGLibA_01463	AKNA
HGLibA_01464	AKNA
HGLibA_01465	AKNAD1
HGLibA_01466	AKNAD1
HGLibA_01467	AKNAD1
HGLibA_01468	AKR1A1
HGLibA_01469	AKR1A1
HGLibA_01470	AKR1A1
HGLibA_01471	AKR1B1
HGLibA_01472	AKR1B1
HGLibA_01473	AKR1B1
HGLibA_01474	AKR1B10
HGLibA_01475	AKR1B10
HGLibA_01476	AKR1B10
HGLibA_01477	AKR1B15
HGLibA_01478	AKR1B15
HGLibA_01479	AKR1B15
HGLibA_01480	AKR1C1
HGLibA_01481	AKR1C1
HGLibA_01482	AKR1C1
HGLibA_01483	AKR1C2
HGLibA_01484	AKR1C2
HGLibA_01485	AKR1C2
HGLibA_01486	AKR1C3
HGLibA_01487	AKR1C3
HGLibA_01488	AKR1C3
HGLibA_01489	AKR1C4
HGLibA_01490	AKR1C4
HGLibA_01491	AKR1C4
HGLibA_01492	AKR1D1
HGLibA_01493	AKR1D1
HGLibA_01494	AKR1D1
HGLibA_01495	AKR1E2
HGLibA_01496	AKR1E2
HGLibA_01497	AKR1E2
HGLibA_01498	AKR7A2
HGLibA_01499	AKR7A2
HGLibA_01500	AKR7A2
HGLibA_01501	AKR7A3
HGLibA_01502	AKR7A3
HGLibA_01503	AKR7A3
HGLibA_01504	AKT1
HGLibA_01505	AKT1
HGLibA_01506	AKT1
HGLibA_01507	AKT1S1
HGLibA_01508	AKT1S1
HGLibA_01509	AKT1S1
HGLibA_01510	AKT2
HGLibA_01511	AKT2
HGLibA_01512	AKT2
HGLibA_01513	AKT3
HGLibA_01514	AKT3
HGLibA_01515	AKT3
HGLibA_01516	AKTIP
HGLibA_01517	AKTIP
HGLibA_01518	AKTIP
HGLibA_01519	ALAD
HGLibA_01520	ALAD
HGLibA_01521	ALAD
HGLibA_01522	ALAS1
HGLibA_01523	ALAS1
HGLibA_01524	ALAS1
HGLibA_01525	ALAS2
HGLibA_01526	ALAS2
HGLibA_01527	ALAS2
HGLibA_01528	ALB
HGLibA_01529	ALB
HGLibA_01530	ALB
HGLibA_01531	ALCAM
HGLibA_01532	ALCAM
HGLibA_01533	ALCAM
HGLibA_01534	ALDH16A1
HGLibA_01535	ALDH16A1
HGLibA_01536	ALDH16A1
HGLibA_01537	ALDH18A1
HGLibA_01538	ALDH18A1
HGLibA_01539	ALDH18A1
HGLibA_01540	ALDH1A1
HGLibA_01541	ALDH1A1
HGLibA_01542	ALDH1A1
HGLibA_01543	ALDH1A2
HGLibA_01544	ALDH1A2
HGLibA_01545	ALDH1A2
HGLibA_01546	ALDH1A3
HGLibA_01547	ALDH1A3
HGLibA_01548	ALDH1A3
HGLibA_01549	ALDH1B1
HGLibA_01550	ALDH1B1
HGLibA_01551	ALDH1B1
HGLibA_01552	ALDH1L1
HGLibA_01553	ALDH1L1
HGLibA_01554	ALDH1L1
HGLibA_01555	ALDH1L2
HGLibA_01556	ALDH1L2
HGLibA_01557	ALDH1L2
HGLibA_01558	ALDH2
HGLibA_01559	ALDH2
HGLibA_01560	ALDH2
HGLibA_01561	ALDH3A1
HGLibA_01562	ALDH3A1
HGLibA_01563	ALDH3A1
HGLibA_01564	ALDH3A2
HGLibA_01565	ALDH3A2
HGLibA_01566	ALDH3A2
HGLibA_01567	ALDH3B1
HGLibA_01568	ALDH3B1
HGLibA_01569	ALDH3B1
HGLibA_01570	ALDH3B2
HGLibA_01571	ALDH3B2
HGLibA_01572	ALDH3B2
HGLibA_01573	ALDH4A1
HGLibA_01574	ALDH4A1
HGLibA_01575	ALDH4A1
HGLibA_01576	ALDH5A1
HGLibA_01577	ALDH5A1
HGLibA_01578	ALDH5A1
HGLibA_01579	ALDH6A1
HGLibA_01580	ALDH6A1
HGLibA_01581	ALDH6A1
HGLibA_01582	ALDH7A1
HGLibA_01583	ALDH7A1
HGLibA_01584	ALDH7A1
HGLibA_01585	ALDH8A1
HGLibA_01586	ALDH8A1
HGLibA_01587	ALDH8A1
HGLibA_01588	ALDH9A1
HGLibA_01589	ALDH9A1
HGLibA_01590	ALDH9A1
HGLibA_01591	ALDOA
HGLibA_01592	ALDOA
HGLibA_01593	ALDOA
HGLibA_01594	ALDOB
HGLibA_01595	ALDOB
HGLibA_01596	ALDOB
HGLibA_01597	ALDOC
HGLibA_01598	ALDOC
HGLibA_01599	ALDOC
HGLibA_01600	ALG1
HGLibA_01601	ALG1
HGLibA_01602	ALG1
HGLibA_01603	ALG10
HGLibA_01604	ALG10
HGLibA_01605	ALG10
HGLibA_01606	ALG10B
HGLibA_01607	ALG10B
HGLibA_01608	ALG10B
HGLibA_01609	ALG11
HGLibA_01610	ALG11
HGLibA_01611	ALG11
HGLibA_01612	ALG12
HGLibA_01613	ALG12
HGLibA_01614	ALG12
HGLibA_01615	ALG13
HGLibA_01616	ALG13
HGLibA_01617	ALG13
HGLibA_01618	ALG14
HGLibA_01619	ALG14
HGLibA_01620	ALG14
HGLibA_01621	ALG1L
HGLibA_01622	ALG1L
HGLibA_01623	ALG1L
HGLibA_01624	ALG2
HGLibA_01625	ALG2
HGLibA_01626	ALG2
HGLibA_01627	ALG3
HGLibA_01628	ALG3
HGLibA_01629	ALG3
HGLibA_01630	ALG5
HGLibA_01631	ALG5
HGLibA_01632	ALG5
HGLibA_01633	ALG6
HGLibA_01634	ALG6
HGLibA_01635	ALG6
HGLibA_01636	ALG8
HGLibA_01637	ALG8
HGLibA_01638	ALG8
HGLibA_01639	ALG9
HGLibA_01640	ALG9
HGLibA_01641	ALG9
HGLibA_01642	ALK
HGLibA_01643	ALK
HGLibA_01644	ALK
HGLibA_01645	ALKBH1
HGLibA_01646	ALKBH1
HGLibA_01647	ALKBH1
HGLibA_01648	ALKBH2
HGLibA_01649	ALKBH2
HGLibA_01650	ALKBH2
HGLibA_01651	ALKBH3
HGLibA_01652	ALKBH3
HGLibA_01653	ALKBH3
HGLibA_01654	ALKBH4
HGLibA_01655	ALKBH4
HGLibA_01656	ALKBH4
HGLibA_01657	ALKBH5
HGLibA_01658	ALKBH5
HGLibA_01659	ALKBH5
HGLibA_01660	ALKBH6
HGLibA_01661	ALKBH6
HGLibA_01662	ALKBH6
HGLibA_01663	ALKBH7
HGLibA_01664	ALKBH7
HGLibA_01665	ALKBH7
HGLibA_01666	ALKBH8
HGLibA_01667	ALKBH8
HGLibA_01668	ALKBH8
HGLibA_01669	ALLC
HGLibA_01670	ALLC
HGLibA_01671	ALLC
HGLibA_01672	ALMS1
HGLibA_01673	ALMS1
HGLibA_01674	ALMS1
HGLibA_01675	ALOX12
HGLibA_01676	ALOX12
HGLibA_01677	ALOX12
HGLibA_01678	ALOX12B
HGLibA_01679	ALOX12B
HGLibA_01680	ALOX12B
HGLibA_01681	ALOX15
HGLibA_01682	ALOX15
HGLibA_01683	ALOX15
HGLibA_01684	ALOX15B
HGLibA_01685	ALOX15B
HGLibA_01686	ALOX15B
HGLibA_01687	ALOX5
HGLibA_01688	ALOX5
HGLibA_01689	ALOX5
HGLibA_01690	ALOX5AP
HGLibA_01691	ALOX5AP
HGLibA_01692	ALOX5AP
HGLibA_01693	ALOXE3
HGLibA_01694	ALOXE3
HGLibA_01695	ALOXE3
HGLibA_01696	ALPI
HGLibA_01697	ALPI
HGLibA_01698	ALPI
HGLibA_01699	ALPK1
HGLibA_01700	ALPK1
HGLibA_01701	ALPK1
HGLibA_01702	ALPK2
HGLibA_01703	ALPK2
HGLibA_01704	ALPK2
HGLibA_01705	ALPK3
HGLibA_01706	ALPK3
HGLibA_01707	ALPK3
HGLibA_01708	ALPL
HGLibA_01709	ALPL
HGLibA_01710	ALPL
HGLibA_01711	ALPP
HGLibA_01712	ALPP
HGLibA_01713	ALPP
HGLibA_01714	ALPPL2
HGLibA_01715	ALPPL2
HGLibA_01716	ALPPL2
HGLibA_01717	ALS2
HGLibA_01718	ALS2
HGLibA_01719	ALS2
HGLibA_01720	ALS2CL
HGLibA_01721	ALS2CL
HGLibA_01722	ALS2CL
HGLibA_01723	ALS2CR11
HGLibA_01724	ALS2CR11
HGLibA_01725	ALS2CR11
HGLibA_01726	ALS2CR12
HGLibA_01727	ALS2CR12
HGLibA_01728	ALS2CR12
HGLibA_01729	ALS2CR8
HGLibA_01730	ALS2CR8
HGLibA_01731	ALS2CR8
HGLibA_01732	ALX1
HGLibA_01733	ALX1
HGLibA_01734	ALX1
HGLibA_01735	ALX3
HGLibA_01736	ALX3
HGLibA_01737	ALX3
HGLibA_01738	ALX4
HGLibA_01739	ALX4
HGLibA_01740	ALX4
HGLibA_01741	ALYREF
HGLibA_01742	ALYREF
HGLibA_01743	ALYREF
HGLibA_01744	AMACR
HGLibA_01745	AMACR
HGLibA_01746	AMACR
HGLibA_01747	AMBN
HGLibA_01748	AMBN
HGLibA_01749	AMBN
HGLibA_01750	AMBP
HGLibA_01751	AMBP
HGLibA_01752	AMBP
HGLibA_01753	AMBRA1
HGLibA_01754	AMBRA1
HGLibA_01755	AMBRA1
HGLibA_01756	AMD1
HGLibA_01757	AMD1
HGLibA_01758	AMD1
HGLibA_01759	AMDHD1
HGLibA_01760	AMDHD1
HGLibA_01761	AMDHD1
HGLibA_01762	AMDHD2
HGLibA_01763	AMDHD2
HGLibA_01764	AMDHD2
HGLibA_01765	AMELX
HGLibA_01766	AMELX
HGLibA_01767	AMELX
HGLibA_01768	AMELY
HGLibA_01769	AMELY
HGLibA_01770	AMELY
HGLibA_01771	AMER1
HGLibA_01772	AMER1
HGLibA_01773	AMER1
HGLibA_01774	AMER2
HGLibA_01775	AMER2
HGLibA_01776	AMER2
HGLibA_01777	AMER3
HGLibA_01778	AMER3
HGLibA_01779	AMER3
HGLibA_01780	AMFR
HGLibA_01781	AMFR
HGLibA_01782	AMFR
HGLibA_01783	AMH
HGLibA_01784	AMH
HGLibA_01785	AMH
HGLibA_01786	AMHR2
HGLibA_01787	AMHR2
HGLibA_01788	AMHR2
HGLibA_01789	AMICA1
HGLibA_01790	AMICA1
HGLibA_01791	AMICA1
HGLibA_01792	AMIGO1
HGLibA_01793	AMIGO1
HGLibA_01794	AMIGO1
HGLibA_01795	AMIGO2
HGLibA_01796	AMIGO2
HGLibA_01797	AMIGO2
HGLibA_01798	AMIGO3
HGLibA_01799	AMIGO3
HGLibA_01800	AMIGO3
HGLibA_01801	AMMECR1
HGLibA_01802	AMMECR1
HGLibA_01803	AMMECR1
HGLibA_01804	AMMECR1L
HGLibA_01805	AMMECR1L
HGLibA_01806	AMMECR1L
HGLibA_01807	AMN
HGLibA_01808	AMN
HGLibA_01809	AMN
HGLibA_01810	AMN1
HGLibA_01811	AMN1
HGLibA_01812	AMN1
HGLibA_01813	AMOT
HGLibA_01814	AMOT
HGLibA_01815	AMOT
HGLibA_01816	AMOTL1
HGLibA_01817	AMOTL1
HGLibA_01818	AMOTL1
HGLibA_01819	AMOTL2
HGLibA_01820	AMOTL2
HGLibA_01821	AMOTL2
HGLibA_01822	AMPD1
HGLibA_01823	AMPD1
HGLibA_01824	AMPD1
HGLibA_01825	AMPD2
HGLibA_01826	AMPD2
HGLibA_01827	AMPD2
HGLibA_01828	AMPD3
HGLibA_01829	AMPD3
HGLibA_01830	AMPD3
HGLibA_01831	AMPH
HGLibA_01832	AMPH
HGLibA_01833	AMPH
HGLibA_01834	AMT
HGLibA_01835	AMT
HGLibA_01836	AMT
HGLibA_01837	AMTN
HGLibA_01838	AMTN
HGLibA_01839	AMTN
HGLibA_01840	AMY1A
HGLibA_01841	AMY1A
HGLibA_01842	AMY1A
HGLibA_01843	AMY1B
HGLibA_01844	AMY1B
HGLibA_01845	AMY1B
HGLibA_01846	AMY1C
HGLibA_01847	AMY1C
HGLibA_01848	AMY1C
HGLibA_01849	AMY2A
HGLibA_01850	AMY2A
HGLibA_01851	AMY2A
HGLibA_01852	AMY2B
HGLibA_01853	AMY2B
HGLibA_01854	AMY2B
HGLibA_01855	AMZ1
HGLibA_01856	AMZ1
HGLibA_01857	AMZ1
HGLibA_01858	AMZ2
