sgRNA	gene
HGLibB_52213	TRAK1
HGLibB_52214	TRAK1
HGLibB_52215	TRAK2
HGLibB_52216	TRAK2
HGLibB_52217	TRAK2
HGLibB_52218	TRAM1
HGLibB_52219	TRAM1
HGLibB_52220	TRAM1
HGLibB_52221	TRAM1L1
HGLibB_52222	TRAM1L1
HGLibB_52223	TRAM1L1
HGLibB_52224	TRAM2
HGLibB_52225	TRAM2
HGLibB_52226	TRAM2
HGLibB_52227	TRANK1
HGLibB_52228	TRANK1
HGLibB_52229	TRANK1
HGLibB_52230	TRAP1
HGLibB_52231	TRAP1
HGLibB_52232	TRAP1
HGLibB_52233	TRAPPC1
HGLibB_52234	TRAPPC1
HGLibB_52235	TRAPPC1
HGLibB_52236	TRAPPC10
HGLibB_52237	TRAPPC10
HGLibB_52238	TRAPPC10
HGLibB_52239	TRAPPC11
HGLibB_52240	TRAPPC11
HGLibB_52241	TRAPPC11
HGLibB_52242	TRAPPC12
HGLibB_52243	TRAPPC12
HGLibB_52244	TRAPPC12
HGLibB_52245	TRAPPC13
HGLibB_52246	TRAPPC13
HGLibB_52247	TRAPPC13
HGLibB_52248	TRAPPC2
HGLibB_52249	TRAPPC2
HGLibB_52250	TRAPPC2
HGLibB_52251	TRAPPC2L
HGLibB_52252	TRAPPC2L
HGLibB_52253	TRAPPC2L
HGLibB_52254	TRAPPC3
HGLibB_52255	TRAPPC3
HGLibB_52256	TRAPPC3
HGLibB_52257	TRAPPC3L
HGLibB_52258	TRAPPC3L
HGLibB_52259	TRAPPC3L
HGLibB_52260	TRAPPC4
HGLibB_52261	TRAPPC4
HGLibB_52262	TRAPPC4
HGLibB_52263	TRAPPC5
HGLibB_52264	TRAPPC5
HGLibB_52265	TRAPPC5
HGLibB_52266	TRAPPC6A
HGLibB_52267	TRAPPC6A
HGLibB_52268	TRAPPC6A
HGLibB_52269	TRAPPC6B
HGLibB_52270	TRAPPC6B
HGLibB_52271	TRAPPC6B
HGLibB_52272	TRAPPC8
HGLibB_52273	TRAPPC8
HGLibB_52274	TRAPPC8
HGLibB_52275	TRAPPC9
HGLibB_52276	TRAPPC9
HGLibB_52277	TRAPPC9
HGLibB_52278	TRAT1
HGLibB_52279	TRAT1
HGLibB_52280	TRDMT1
HGLibB_52281	TRDMT1
HGLibB_52282	TRDMT1
HGLibB_52283	TRDN
HGLibB_52284	TRDN
HGLibB_52285	TRDN
HGLibB_52286	TREH
HGLibB_52287	TREH
HGLibB_52288	TREH
HGLibB_52289	TREM1
HGLibB_52290	TREM1
HGLibB_52291	TREM1
HGLibB_52292	TREM2
HGLibB_52293	TREM2
HGLibB_52294	TREM2
HGLibB_52295	TREML1
HGLibB_52296	TREML1
HGLibB_52297	TREML1
HGLibB_52298	TREML2
HGLibB_52299	TREML2
HGLibB_52300	TREML2
HGLibB_52301	TREML4
HGLibB_52302	TREML4
HGLibB_52303	TREML4
HGLibB_52304	TRERF1
HGLibB_52305	TRERF1
HGLibB_52306	TRERF1
HGLibB_52307	TREX1
HGLibB_52308	TREX1
HGLibB_52309	TREX1
HGLibB_52310	TREX2
HGLibB_52311	TREX2
HGLibB_52312	TREX2
HGLibB_52313	TRH
HGLibB_52314	TRH
HGLibB_52315	TRH
HGLibB_52316	TRHDE
HGLibB_52317	TRHDE
HGLibB_52318	TRHDE
HGLibB_52319	TRHR
HGLibB_52320	TRHR
HGLibB_52321	TRHR
HGLibB_52322	TRIAP1
HGLibB_52323	TRIAP1
HGLibB_52324	TRIAP1
HGLibB_52325	TRIB1
HGLibB_52326	TRIB1
HGLibB_52327	TRIB1
HGLibB_52328	TRIB2
HGLibB_52329	TRIB2
HGLibB_52330	TRIB2
HGLibB_52331	TRIB3
HGLibB_52332	TRIB3
HGLibB_52333	TRIB3
HGLibB_52334	TRIL
HGLibB_52335	TRIL
HGLibB_52336	TRIL
HGLibB_52337	TRIM10
HGLibB_52338	TRIM10
HGLibB_52339	TRIM10
HGLibB_52340	TRIM11
HGLibB_52341	TRIM11
HGLibB_52342	TRIM11
HGLibB_52343	TRIM13
HGLibB_52344	TRIM13
HGLibB_52345	TRIM13
HGLibB_52346	TRIM14
HGLibB_52347	TRIM14
HGLibB_52348	TRIM14
HGLibB_52349	TRIM15
HGLibB_52350	TRIM15
HGLibB_52351	TRIM15
HGLibB_52352	TRIM16
HGLibB_52353	TRIM16
HGLibB_52354	TRIM16
HGLibB_52355	TRIM16L
HGLibB_52356	TRIM16L
HGLibB_52357	TRIM16L
HGLibB_52358	TRIM17
HGLibB_52359	TRIM17
HGLibB_52360	TRIM17
HGLibB_52361	TRIM2
HGLibB_52362	TRIM2
HGLibB_52363	TRIM2
HGLibB_52364	TRIM21
HGLibB_52365	TRIM21
HGLibB_52366	TRIM21
HGLibB_52367	TRIM22
HGLibB_52368	TRIM22
HGLibB_52369	TRIM22
HGLibB_52370	TRIM23
HGLibB_52371	TRIM23
HGLibB_52372	TRIM23
HGLibB_52373	TRIM24
HGLibB_52374	TRIM24
HGLibB_52375	TRIM24
HGLibB_52376	TRIM25
HGLibB_52377	TRIM25
HGLibB_52378	TRIM25
HGLibB_52379	TRIM26
HGLibB_52380	TRIM26
HGLibB_52381	TRIM26
HGLibB_52382	TRIM27
HGLibB_52383	TRIM27
HGLibB_52384	TRIM27
HGLibB_52385	TRIM28
HGLibB_52386	TRIM28
HGLibB_52387	TRIM28
HGLibB_52388	TRIM29
HGLibB_52389	TRIM29
HGLibB_52390	TRIM29
HGLibB_52391	TRIM3
HGLibB_52392	TRIM3
HGLibB_52393	TRIM3
HGLibB_52394	TRIM31
HGLibB_52395	TRIM31
HGLibB_52396	TRIM31
HGLibB_52397	TRIM32
HGLibB_52398	TRIM32
HGLibB_52399	TRIM32
HGLibB_52400	TRIM33
HGLibB_52401	TRIM33
HGLibB_52402	TRIM33
HGLibB_52403	TRIM34
HGLibB_52404	TRIM34
HGLibB_52405	TRIM34
HGLibB_52406	TRIM35
HGLibB_52407	TRIM35
HGLibB_52408	TRIM35
HGLibB_52409	TRIM36
HGLibB_52410	TRIM36
HGLibB_52411	TRIM36
HGLibB_52412	TRIM37
HGLibB_52413	TRIM37
HGLibB_52414	TRIM37
HGLibB_52415	TRIM38
HGLibB_52416	TRIM38
HGLibB_52417	TRIM38
HGLibB_52418	TRIM39
HGLibB_52419	TRIM39
HGLibB_52420	TRIM39
HGLibB_52421	TRIM39-RPP21
HGLibB_52422	TRIM39-RPP21
HGLibB_52423	TRIM39-RPP21
HGLibB_52424	TRIM4
HGLibB_52425	TRIM4
HGLibB_52426	TRIM4
HGLibB_52427	TRIM40
HGLibB_52428	TRIM40
HGLibB_52429	TRIM40
HGLibB_52430	TRIM41
HGLibB_52431	TRIM41
HGLibB_52432	TRIM41
HGLibB_52433	TRIM42
HGLibB_52434	TRIM42
HGLibB_52435	TRIM42
HGLibB_52436	TRIM43
HGLibB_52437	TRIM43
HGLibB_52438	TRIM43
HGLibB_52439	TRIM43B
HGLibB_52440	TRIM43B
HGLibB_52441	TRIM43B
HGLibB_52442	TRIM44
HGLibB_52443	TRIM44
HGLibB_52444	TRIM44
HGLibB_52445	TRIM45
HGLibB_52446	TRIM45
HGLibB_52447	TRIM45
HGLibB_52448	TRIM46
HGLibB_52449	TRIM46
HGLibB_52450	TRIM46
HGLibB_52451	TRIM47
HGLibB_52452	TRIM47
HGLibB_52453	TRIM47
HGLibB_52454	TRIM48
HGLibB_52455	TRIM48
HGLibB_52456	TRIM48
HGLibB_52457	TRIM49
HGLibB_52458	TRIM49
HGLibB_52459	TRIM49
HGLibB_52460	TRIM49B
HGLibB_52461	TRIM49B
HGLibB_52462	TRIM49B
HGLibB_52463	TRIM49C
HGLibB_52464	TRIM49C
HGLibB_52465	TRIM49C
HGLibB_52466	TRIM49D1
HGLibB_52467	TRIM49D1
HGLibB_52468	TRIM49D1
HGLibB_52469	TRIM5
HGLibB_52470	TRIM5
HGLibB_52471	TRIM5
HGLibB_52472	TRIM50
HGLibB_52473	TRIM50
HGLibB_52474	TRIM50
HGLibB_52475	TRIM52
HGLibB_52476	TRIM52
HGLibB_52477	TRIM52
HGLibB_52478	TRIM54
HGLibB_52479	TRIM54
HGLibB_52480	TRIM54
HGLibB_52481	TRIM55
HGLibB_52482	TRIM55
HGLibB_52483	TRIM55
HGLibB_52484	TRIM56
HGLibB_52485	TRIM56
HGLibB_52486	TRIM56
HGLibB_52487	TRIM58
HGLibB_52488	TRIM58
HGLibB_52489	TRIM58
HGLibB_52490	TRIM59
HGLibB_52491	TRIM59
HGLibB_52492	TRIM59
HGLibB_52493	TRIM6
HGLibB_52494	TRIM6
HGLibB_52495	TRIM6
HGLibB_52496	TRIM6-TRIM34
HGLibB_52497	TRIM6-TRIM34
HGLibB_52498	TRIM6-TRIM34
HGLibB_52499	TRIM60
HGLibB_52500	TRIM60
HGLibB_52501	TRIM60
HGLibB_52502	TRIM61
HGLibB_52503	TRIM61
HGLibB_52504	TRIM61
HGLibB_52505	TRIM62
HGLibB_52506	TRIM62
HGLibB_52507	TRIM62
HGLibB_52508	TRIM63
HGLibB_52509	TRIM63
HGLibB_52510	TRIM63
HGLibB_52511	TRIM64
HGLibB_52512	TRIM64
HGLibB_52513	TRIM64
HGLibB_52514	TRIM64B
HGLibB_52515	TRIM64B
HGLibB_52516	TRIM64B
HGLibB_52517	TRIM64C
HGLibB_52518	TRIM64C
HGLibB_52519	TRIM64C
HGLibB_52520	TRIM65
HGLibB_52521	TRIM65
HGLibB_52522	TRIM65
HGLibB_52523	TRIM67
HGLibB_52524	TRIM67
HGLibB_52525	TRIM67
HGLibB_52526	TRIM68
HGLibB_52527	TRIM68
HGLibB_52528	TRIM68
HGLibB_52529	TRIM69
HGLibB_52530	TRIM69
HGLibB_52531	TRIM69
HGLibB_52532	TRIM7
HGLibB_52533	TRIM7
HGLibB_52534	TRIM7
HGLibB_52535	TRIM71
HGLibB_52536	TRIM71
HGLibB_52537	TRIM71
HGLibB_52538	TRIM72
HGLibB_52539	TRIM72
HGLibB_52540	TRIM72
HGLibB_52541	TRIM73
HGLibB_52542	TRIM73
HGLibB_52543	TRIM73
HGLibB_52544	TRIM74
HGLibB_52545	TRIM74
HGLibB_52546	TRIM74
HGLibB_52547	TRIM77
HGLibB_52548	TRIM77
HGLibB_52549	TRIM77
HGLibB_52550	TRIM8
HGLibB_52551	TRIM8
HGLibB_52552	TRIM8
HGLibB_52553	TRIM9
HGLibB_52554	TRIM9
HGLibB_52555	TRIM9
HGLibB_52556	TRIML1
HGLibB_52557	TRIML1
HGLibB_52558	TRIML1
HGLibB_52559	TRIML2
HGLibB_52560	TRIML2
HGLibB_52561	TRIML2
HGLibB_52562	TRIO
HGLibB_52563	TRIO
HGLibB_52564	TRIO
HGLibB_52565	TRIOBP
HGLibB_52566	TRIOBP
HGLibB_52567	TRIOBP
HGLibB_52568	TRIP10
HGLibB_52569	TRIP10
HGLibB_52570	TRIP10
HGLibB_52571	TRIP11
HGLibB_52572	TRIP11
HGLibB_52573	TRIP11
HGLibB_52574	TRIP12
HGLibB_52575	TRIP12
HGLibB_52576	TRIP12
HGLibB_52577	TRIP13
HGLibB_52578	TRIP13
HGLibB_52579	TRIP13
HGLibB_52580	TRIP4
HGLibB_52581	TRIP4
HGLibB_52582	TRIP4
HGLibB_52583	TRIP6
HGLibB_52584	TRIP6
HGLibB_52585	TRIP6
HGLibB_52586	TRIQK
HGLibB_52587	TRIQK
HGLibB_52588	TRIQK
HGLibB_52589	TRIT1
HGLibB_52590	TRIT1
HGLibB_52591	TRIT1
HGLibB_52592	TRMT1
HGLibB_52593	TRMT1
HGLibB_52594	TRMT1
HGLibB_52595	TRMT10A
HGLibB_52596	TRMT10A
HGLibB_52597	TRMT10A
HGLibB_52598	TRMT10B
HGLibB_52599	TRMT10B
HGLibB_52600	TRMT10B
HGLibB_52601	TRMT10C
HGLibB_52602	TRMT10C
HGLibB_52603	TRMT10C
HGLibB_52604	TRMT11
HGLibB_52605	TRMT11
HGLibB_52606	TRMT11
HGLibB_52607	TRMT112
HGLibB_52608	TRMT112
HGLibB_52609	TRMT112
HGLibB_52610	TRMT12
HGLibB_52611	TRMT12
HGLibB_52612	TRMT12
HGLibB_52613	TRMT13
HGLibB_52614	TRMT1L
HGLibB_52615	TRMT1L
HGLibB_52616	TRMT1L
HGLibB_52617	TRMT2A
HGLibB_52618	TRMT2A
HGLibB_52619	TRMT2A
HGLibB_52620	TRMT2B
HGLibB_52621	TRMT2B
HGLibB_52622	TRMT2B
HGLibB_52623	TRMT44
HGLibB_52624	TRMT44
HGLibB_52625	TRMT44
HGLibB_52626	TRMT5
HGLibB_52627	TRMT5
HGLibB_52628	TRMT5
HGLibB_52629	TRMT6
HGLibB_52630	TRMT6
HGLibB_52631	TRMT6
HGLibB_52632	TRMT61A
HGLibB_52633	TRMT61A
HGLibB_52634	TRMT61A
HGLibB_52635	TRMT61B
HGLibB_52636	TRMT61B
HGLibB_52637	TRMT61B
HGLibB_52638	TRMU
HGLibB_52639	TRMU
HGLibB_52640	TRMU
HGLibB_52641	TRNAU1AP
HGLibB_52642	TRNAU1AP
HGLibB_52643	TRNAU1AP
HGLibB_52644	TRNP1
HGLibB_52645	TRNP1
HGLibB_52646	TRNP1
HGLibB_52647	TRNT1
HGLibB_52648	TRNT1
HGLibB_52649	TRNT1
HGLibB_52650	TRO
HGLibB_52651	TRO
HGLibB_52652	TRO
HGLibB_52653	TROAP
HGLibB_52654	TROAP
HGLibB_52655	TROAP
HGLibB_52656	TROVE2
HGLibB_52657	TROVE2
HGLibB_52658	TROVE2
HGLibB_52659	TRPA1
HGLibB_52660	TRPA1
HGLibB_52661	TRPA1
HGLibB_52662	TRPC1
HGLibB_52663	TRPC1
HGLibB_52664	TRPC1
HGLibB_52665	TRPC3
HGLibB_52666	TRPC3
HGLibB_52667	TRPC3
HGLibB_52668	TRPC4
HGLibB_52669	TRPC4
HGLibB_52670	TRPC4
HGLibB_52671	TRPC4AP
HGLibB_52672	TRPC4AP
HGLibB_52673	TRPC4AP
HGLibB_52674	TRPC5
HGLibB_52675	TRPC5
HGLibB_52676	TRPC5
HGLibB_52677	TRPC5OS
HGLibB_52678	TRPC5OS
HGLibB_52679	TRPC5OS
HGLibB_52680	TRPC6
HGLibB_52681	TRPC6
HGLibB_52682	TRPC6
HGLibB_52683	TRPC7
HGLibB_52684	TRPC7
HGLibB_52685	TRPC7
HGLibB_52686	TRPM1
HGLibB_52687	TRPM1
HGLibB_52688	TRPM1
HGLibB_52689	TRPM2
HGLibB_52690	TRPM2
HGLibB_52691	TRPM2
HGLibB_52692	TRPM3
HGLibB_52693	TRPM3
HGLibB_52694	TRPM3
HGLibB_52695	TRPM4
HGLibB_52696	TRPM4
HGLibB_52697	TRPM4
HGLibB_52698	TRPM5
HGLibB_52699	TRPM5
HGLibB_52700	TRPM5
HGLibB_52701	TRPM6
HGLibB_52702	TRPM6
HGLibB_52703	TRPM6
HGLibB_52704	TRPM7
HGLibB_52705	TRPM7
HGLibB_52706	TRPM7
HGLibB_52707	TRPM8
HGLibB_52708	TRPM8
HGLibB_52709	TRPM8
HGLibB_52710	TRPS1
HGLibB_52711	TRPS1
HGLibB_52712	TRPS1
HGLibB_52713	TRPT1
HGLibB_52714	TRPT1
HGLibB_52715	TRPT1
HGLibB_52716	TRPV1
HGLibB_52717	TRPV1
HGLibB_52718	TRPV1
HGLibB_52719	TRPV2
HGLibB_52720	TRPV2
HGLibB_52721	TRPV2
HGLibB_52722	TRPV3
HGLibB_52723	TRPV3
HGLibB_52724	TRPV3
HGLibB_52725	TRPV4
HGLibB_52726	TRPV4
HGLibB_52727	TRPV4
HGLibB_52728	TRPV5
HGLibB_52729	TRPV5
HGLibB_52730	TRPV5
HGLibB_52731	TRPV6
HGLibB_52732	TRPV6
HGLibB_52733	TRPV6
HGLibB_52734	TRRAP
HGLibB_52735	TRRAP
HGLibB_52736	TRUB1
HGLibB_52737	TRUB1
HGLibB_52738	TRUB1
HGLibB_52739	TRUB2
HGLibB_52740	TRUB2
HGLibB_52741	TRUB2
HGLibB_52742	TSACC
HGLibB_52743	TSACC
HGLibB_52744	TSACC
HGLibB_52745	TSC1
HGLibB_52746	TSC1
HGLibB_52747	TSC1
HGLibB_52748	TSC2
HGLibB_52749	TSC2
HGLibB_52750	TSC2
HGLibB_52751	TSC22D1
HGLibB_52752	TSC22D1
HGLibB_52753	TSC22D1
HGLibB_52754	TSC22D2
HGLibB_52755	TSC22D2
HGLibB_52756	TSC22D2
HGLibB_52757	TSC22D3
HGLibB_52758	TSC22D3
HGLibB_52759	TSC22D3
HGLibB_52760	TSC22D4
HGLibB_52761	TSC22D4
HGLibB_52762	TSC22D4
HGLibB_52763	TSEN15
HGLibB_52764	TSEN15
HGLibB_52765	TSEN15
HGLibB_52766	TSEN2
HGLibB_52767	TSEN2
HGLibB_52768	TSEN2
HGLibB_52769	TSEN34
HGLibB_52770	TSEN34
HGLibB_52771	TSEN34
HGLibB_52772	TSEN54
HGLibB_52773	TSEN54
HGLibB_52774	TSEN54
HGLibB_52775	TSFM
HGLibB_52776	TSFM
HGLibB_52777	TSFM
HGLibB_52778	TSG101
HGLibB_52779	TSG101
HGLibB_52780	TSG101
HGLibB_52781	TSGA10
HGLibB_52782	TSGA10
HGLibB_52783	TSGA10
HGLibB_52784	TSGA10IP
HGLibB_52785	TSGA10IP
HGLibB_52786	TSGA10IP
HGLibB_52787	TSGA13
HGLibB_52788	TSGA13
HGLibB_52789	TSGA13
HGLibB_52790	TSHB
HGLibB_52791	TSHB
HGLibB_52792	TSHB
HGLibB_52793	TSHR
HGLibB_52794	TSHR
HGLibB_52795	TSHR
HGLibB_52796	TSHZ1
HGLibB_52797	TSHZ1
HGLibB_52798	TSHZ1
HGLibB_52799	TSHZ2
HGLibB_52800	TSHZ2
HGLibB_52801	TSHZ2
HGLibB_52802	TSHZ3
HGLibB_52803	TSHZ3
HGLibB_52804	TSHZ3
HGLibB_52805	TSKS
HGLibB_52806	TSKS
HGLibB_52807	TSKS
HGLibB_52808	TSKU
HGLibB_52809	TSKU
HGLibB_52810	TSKU
HGLibB_52811	TSLP
HGLibB_52812	TSLP
HGLibB_52813	TSLP
HGLibB_52814	TSN
HGLibB_52815	TSN
HGLibB_52816	TSN
HGLibB_52817	TSNARE1
HGLibB_52818	TSNARE1
HGLibB_52819	TSNARE1
HGLibB_52820	TSNAX
HGLibB_52821	TSNAX
HGLibB_52822	TSNAX
HGLibB_52823	TSNAXIP1
HGLibB_52824	TSNAXIP1
HGLibB_52825	TSNAXIP1
HGLibB_52826	TSPAN1
HGLibB_52827	TSPAN1
HGLibB_52828	TSPAN1
HGLibB_52829	TSPAN11
HGLibB_52830	TSPAN11
HGLibB_52831	TSPAN11
HGLibB_52832	TSPAN12
HGLibB_52833	TSPAN12
HGLibB_52834	TSPAN12
HGLibB_52835	TSPAN13
HGLibB_52836	TSPAN13
HGLibB_52837	TSPAN13
HGLibB_52838	TSPAN14
HGLibB_52839	TSPAN14
HGLibB_52840	TSPAN14
HGLibB_52841	TSPAN15
HGLibB_52842	TSPAN15
HGLibB_52843	TSPAN15
HGLibB_52844	TSPAN16
HGLibB_52845	TSPAN16
HGLibB_52846	TSPAN16
HGLibB_52847	TSPAN17
HGLibB_52848	TSPAN17
HGLibB_52849	TSPAN17
HGLibB_52850	TSPAN18
HGLibB_52851	TSPAN18
HGLibB_52852	TSPAN18
HGLibB_52853	TSPAN19
HGLibB_52854	TSPAN19
HGLibB_52855	TSPAN19
HGLibB_52856	TSPAN2
HGLibB_52857	TSPAN2
HGLibB_52858	TSPAN2
HGLibB_52859	TSPAN3
HGLibB_52860	TSPAN3
HGLibB_52861	TSPAN3
HGLibB_52862	TSPAN31
HGLibB_52863	TSPAN31
HGLibB_52864	TSPAN31
HGLibB_52865	TSPAN32
HGLibB_52866	TSPAN32
HGLibB_52867	TSPAN32
HGLibB_52868	TSPAN33
HGLibB_52869	TSPAN33
HGLibB_52870	TSPAN33
HGLibB_52871	TSPAN4
HGLibB_52872	TSPAN4
HGLibB_52873	TSPAN4
HGLibB_52874	TSPAN5
HGLibB_52875	TSPAN5
HGLibB_52876	TSPAN5
HGLibB_52877	TSPAN6
HGLibB_52878	TSPAN6
HGLibB_52879	TSPAN6
HGLibB_52880	TSPAN7
HGLibB_52881	TSPAN7
HGLibB_52882	TSPAN7
HGLibB_52883	TSPAN8
HGLibB_52884	TSPAN8
HGLibB_52885	TSPAN8
HGLibB_52886	TSPAN9
HGLibB_52887	TSPAN9
HGLibB_52888	TSPAN9
HGLibB_52889	TSPEAR
HGLibB_52890	TSPEAR
HGLibB_52891	TSPEAR
HGLibB_52892	TSPO
HGLibB_52893	TSPO
HGLibB_52894	TSPO
HGLibB_52895	TSPO2
HGLibB_52896	TSPO2
HGLibB_52897	TSPO2
HGLibB_52898	TSPY1
HGLibB_52899	TSPY1
HGLibB_52900	TSPY1
HGLibB_52901	TSPY2
HGLibB_52902	TSPY2
HGLibB_52903	TSPY2
HGLibB_52904	TSPY3
HGLibB_52905	TSPY3
HGLibB_52906	TSPY3
HGLibB_52907	TSPY4
HGLibB_52908	TSPY4
HGLibB_52909	TSPY4
HGLibB_52910	TSPY8
HGLibB_52911	TSPY8
HGLibB_52912	TSPY8
HGLibB_52913	TSPYL1
HGLibB_52914	TSPYL1
HGLibB_52915	TSPYL1
HGLibB_52916	TSPYL2
HGLibB_52917	TSPYL2
HGLibB_52918	TSPYL2
HGLibB_52919	TSPYL4
HGLibB_52920	TSPYL4
HGLibB_52921	TSPYL4
HGLibB_52922	TSPYL5
HGLibB_52923	TSPYL5
HGLibB_52924	TSPYL5
HGLibB_52925	TSPYL6
HGLibB_52926	TSPYL6
HGLibB_52927	TSPYL6
HGLibB_52928	TSR1
HGLibB_52929	TSR1
HGLibB_52930	TSR1
HGLibB_52931	TSR2
HGLibB_52932	TSR2
HGLibB_52933	TSR2
HGLibB_52934	TSR3
HGLibB_52935	TSR3
HGLibB_52936	TSR3
HGLibB_52937	TSSC1
HGLibB_52938	TSSC1
HGLibB_52939	TSSC1
HGLibB_52940	TSSC4
HGLibB_52941	TSSC4
HGLibB_52942	TSSC4
HGLibB_52943	TSSK1B
HGLibB_52944	TSSK1B
HGLibB_52945	TSSK1B
HGLibB_52946	TSSK2
HGLibB_52947	TSSK2
HGLibB_52948	TSSK2
HGLibB_52949	TSSK3
HGLibB_52950	TSSK3
HGLibB_52951	TSSK3
HGLibB_52952	TSSK4
HGLibB_52953	TSSK4
HGLibB_52954	TSSK4
HGLibB_52955	TSSK6
HGLibB_52956	TSSK6
HGLibB_52957	TSSK6
HGLibB_52958	TST
HGLibB_52959	TST
HGLibB_52960	TST
HGLibB_52961	TSTA3
HGLibB_52962	TSTA3
HGLibB_52963	TSTA3
HGLibB_52964	TSTD1
HGLibB_52965	TSTD1
HGLibB_52966	TSTD1
HGLibB_52967	TSTD2
HGLibB_52968	TSTD2
HGLibB_52969	TSTD2
HGLibB_52970	TSTD3
HGLibB_52971	TSTD3
HGLibB_52972	TSTD3
HGLibB_52973	TTBK1
HGLibB_52974	TTBK1
HGLibB_52975	TTBK1
HGLibB_52976	TTBK2
HGLibB_52977	TTBK2
HGLibB_52978	TTBK2
HGLibB_52979	TTC1
HGLibB_52980	TTC1
HGLibB_52981	TTC1
HGLibB_52982	TTC12
HGLibB_52983	TTC12
HGLibB_52984	TTC12
HGLibB_52985	TTC13
HGLibB_52986	TTC13
HGLibB_52987	TTC13
HGLibB_52988	TTC14
HGLibB_52989	TTC14
HGLibB_52990	TTC14
HGLibB_52991	TTC16
HGLibB_52992	TTC16
HGLibB_52993	TTC16
HGLibB_52994	TTC17
HGLibB_52995	TTC17
HGLibB_52996	TTC17
HGLibB_52997	TTC18
HGLibB_52998	TTC18
HGLibB_52999	TTC18
HGLibB_53000	TTC19
HGLibB_53001	TTC19
HGLibB_53002	TTC19
HGLibB_53003	TTC21A
HGLibB_53004	TTC21A
HGLibB_53005	TTC21A
HGLibB_53006	TTC21B
HGLibB_53007	TTC21B
HGLibB_53008	TTC21B
HGLibB_53009	TTC22
HGLibB_53010	TTC22
HGLibB_53011	TTC22
HGLibB_53012	TTC23
HGLibB_53013	TTC23
HGLibB_53014	TTC23
HGLibB_53015	TTC23L
HGLibB_53016	TTC23L
HGLibB_53017	TTC23L
HGLibB_53018	TTC24
HGLibB_53019	TTC24
HGLibB_53020	TTC24
HGLibB_53021	TTC25
HGLibB_53022	TTC25
HGLibB_53023	TTC25
HGLibB_53024	TTC26
HGLibB_53025	TTC26
HGLibB_53026	TTC26
HGLibB_53027	TTC27
HGLibB_53028	TTC27
HGLibB_53029	TTC27
HGLibB_53030	TTC28
HGLibB_53031	TTC28
HGLibB_53032	TTC28
HGLibB_53033	TTC29
HGLibB_53034	TTC29
HGLibB_53035	TTC29
HGLibB_53036	TTC3
HGLibB_53037	TTC3
HGLibB_53038	TTC3
HGLibB_53039	TTC30A
HGLibB_53040	TTC30A
HGLibB_53041	TTC30A
HGLibB_53042	TTC30B
HGLibB_53043	TTC30B
HGLibB_53044	TTC30B
HGLibB_53045	TTC31
HGLibB_53046	TTC31
HGLibB_53047	TTC31
HGLibB_53048	TTC32
HGLibB_53049	TTC32
HGLibB_53050	TTC32
HGLibB_53051	TTC33
HGLibB_53052	TTC33
HGLibB_53053	TTC33
HGLibB_53054	TTC34
HGLibB_53055	TTC34
HGLibB_53056	TTC34
HGLibB_53057	TTC36
HGLibB_53058	TTC36
HGLibB_53059	TTC36
HGLibB_53060	TTC37
HGLibB_53061	TTC37
HGLibB_53062	TTC37
HGLibB_53063	TTC38
HGLibB_53064	TTC38
HGLibB_53065	TTC38
HGLibB_53066	TTC39A
HGLibB_53067	TTC39A
HGLibB_53068	TTC39A
HGLibB_53069	TTC39B
HGLibB_53070	TTC39B
HGLibB_53071	TTC39B
HGLibB_53072	TTC39C
HGLibB_53073	TTC39C
HGLibB_53074	TTC39C
HGLibB_53075	TTC4
HGLibB_53076	TTC4
HGLibB_53077	TTC4
HGLibB_53078	TTC40
HGLibB_53079	TTC40
HGLibB_53080	TTC40
HGLibB_53081	TTC5
HGLibB_53082	TTC5
HGLibB_53083	TTC5
HGLibB_53084	TTC7A
HGLibB_53085	TTC7A
HGLibB_53086	TTC7A
HGLibB_53087	TTC7B
HGLibB_53088	TTC7B
HGLibB_53089	TTC7B
HGLibB_53090	TTC8
HGLibB_53091	TTC8
HGLibB_53092	TTC8
HGLibB_53093	TTC9
HGLibB_53094	TTC9
HGLibB_53095	TTC9
HGLibB_53096	TTC9B
HGLibB_53097	TTC9B
HGLibB_53098	TTC9B
HGLibB_53099	TTC9C
HGLibB_53100	TTC9C
HGLibB_53101	TTC9C
HGLibB_53102	TTF1
HGLibB_53103	TTF1
HGLibB_53104	TTF1
HGLibB_53105	TTF2
HGLibB_53106	TTF2
HGLibB_53107	TTF2
HGLibB_53108	TTI1
HGLibB_53109	TTI1
HGLibB_53110	TTI1
HGLibB_53111	TTI2
HGLibB_53112	TTI2
HGLibB_53113	TTI2
HGLibB_53114	TTK
HGLibB_53115	TTK
HGLibB_53116	TTK
HGLibB_53117	TTL
HGLibB_53118	TTL
HGLibB_53119	TTL
HGLibB_53120	TTLL1
HGLibB_53121	TTLL1
HGLibB_53122	TTLL1
HGLibB_53123	TTLL10
HGLibB_53124	TTLL10
HGLibB_53125	TTLL10
HGLibB_53126	TTLL11
HGLibB_53127	TTLL11
HGLibB_53128	TTLL11
HGLibB_53129	TTLL12
HGLibB_53130	TTLL12
HGLibB_53131	TTLL12
HGLibB_53132	TTLL2
HGLibB_53133	TTLL2
HGLibB_53134	TTLL2
HGLibB_53135	TTLL3
HGLibB_53136	TTLL3
